episode_id,scene_seed,instruction_zh,parsed_instruction_json,normalized_target_label_zh,normalized_target_label_en,target_name,target_type,target_color,target_position_x,target_position_y,target_position_z,candidate_id,action_x,action_y,action_z,yaw,gripper_width,approach_height,center_score,reachability_score,collision_score,height_score,gripper_width_score,yaw_score,baseline_score,selected,success,rgb_path,depth_path,object_states_path,candidate_json_path,error_msg
episode_000001,0,抓起中间的物体,"{""confidence"": 0.6, ""intent"": ""pick"", ""language"": ""zh"", ""normalized_target_label_en"": ""center"", ""normalized_target_label_zh"": ""中间的物体"", ""raw_instruction"": ""抓起中间的物体"", ""target_color"": null, ""target_position_hint"": ""center"", ""target_type"": null}",中间的物体,center,blue_cylinder,cylinder,blue,0.518411431616617,0.025178335005859268,0.07,4,0.518411431616617,0.025178335005859268,0.07,0.0,0.025,0.15,1.0,0.8783013617869568,0.95,1.0,1.0,1.0,0.9656602723573915,True,True,data/grasp_success/raw/episode_000001/rgb.png,data/grasp_success/raw/episode_000001/depth.npy,data/grasp_success/raw/episode_000001/object_states.json,data/grasp_success/raw/episode_000001/candidates.json,
episode_000001,0,抓起中间的物体,"{""confidence"": 0.6, ""intent"": ""pick"", ""language"": ""zh"", ""normalized_target_label_en"": ""center"", ""normalized_target_label_zh"": ""中间的物体"", ""raw_instruction"": ""抓起中间的物体"", ""target_color"": null, ""target_position_hint"": ""center"", ""target_type"": null}",中间的物体,center,blue_cylinder,cylinder,blue,0.518411431616617,0.025178335005859268,0.07,3,0.518411431616617,-0.004821664994140731,0.07,0.0,0.025,0.15,0.625,0.8850869184575297,0.44999999999999996,1.0,1.0,1.0,0.754517383691506,False,,data/grasp_success/raw/episode_000001/rgb.png,data/grasp_success/raw/episode_000001/depth.npy,data/grasp_success/raw/episode_000001/object_states.json,data/grasp_success/raw/episode_000001/candidates.json,
episode_000001,0,抓起中间的物体,"{""confidence"": 0.6, ""intent"": ""pick"", ""language"": ""zh"", ""normalized_target_label_en"": ""center"", ""normalized_target_label_zh"": ""中间的物体"", ""raw_instruction"": ""抓起中间的物体"", ""target_color"": null, ""target_position_hint"": ""center"", ""target_type"": null}",中间的物体,center,blue_cylinder,cylinder,blue,0.518411431616617,0.025178335005859268,0.07,5,0.518411431616617,0.055178335005859266,0.07,0.0,0.025,0.15,0.625,0.8683013617869568,0.4477192281277128,1.0,1.0,1.0,0.7507041179829339,False,,data/grasp_success/raw/episode_000001/rgb.png,data/grasp_success/raw/episode_000001/depth.npy,data/grasp_success/raw/episode_000001/object_states.json,data/grasp_success/raw/episode_000001/candidates.json,
episode_000001,0,抓起中间的物体,"{""confidence"": 0.6, ""intent"": ""pick"", ""language"": ""zh"", ""normalized_target_label_en"": ""center"", ""normalized_target_label_zh"": ""中间的物体"", ""raw_instruction"": ""抓起中间的物体"", ""target_color"": null, ""target_position_hint"": ""center"", ""target_type"": null}",中间的物体,center,blue_cylinder,cylinder,blue,0.518411431616617,0.025178335005859268,0.07,7,0.548411431616617,0.025178335005859268,0.07,0.0,0.025,0.15,0.6249999999999997,0.8655740890596841,0.44999999999999996,1.0,1.0,1.0,0.7506148178119367,False,,data/grasp_success/raw/episode_000001/rgb.png,data/grasp_success/raw/episode_000001/depth.npy,data/grasp_success/raw/episode_000001/object_states.json,data/grasp_success/raw/episode_000001/candidates.json,
episode_000001,0,抓起中间的物体,"{""confidence"": 0.6, ""intent"": ""pick"", ""language"": ""zh"", ""normalized_target_label_en"": ""center"", ""normalized_target_label_zh"": ""中间的物体"", ""raw_instruction"": ""抓起中间的物体"", ""target_color"": null, ""target_position_hint"": ""center"", ""target_type"": null}",中间的物体,center,blue_cylinder,cylinder,blue,0.518411431616617,0.025178335005859268,0.07,1,0.48841143161661693,0.025178335005859268,0.07,0.0,0.025,0.15,0.6249999999999997,0.8910286345142296,0.40971461119814934,1.0,1.0,1.0,0.7476486491424758,False,,data/grasp_success/raw/episode_000001/rgb.png,data/grasp_success/raw/episode_000001/depth.npy,data/grasp_success/raw/episode_000001/object_states.json,data/grasp_success/raw/episode_000001/candidates.json,
episode_000001,0,抓起中间的物体,"{""confidence"": 0.6, ""intent"": ""pick"", ""language"": ""zh"", ""normalized_target_label_en"": ""center"", ""normalized_target_label_zh"": ""中间的物体"", ""raw_instruction"": ""抓起中间的物体"", ""target_color"": null, ""target_position_hint"": ""center"", ""target_type"": null}",中间的物体,center,blue_cylinder,cylinder,blue,0.518411431616617,0.025178335005859268,0.07,10,0.48841143161661693,0.025178335005859268,0.07,0.7853981633974483,0.025,0.15,0.6249999999999997,0.8910286345142296,0.3597146111981494,1.0,1.0,1.0,0.7376486491424757,False,,data/grasp_success/raw/episode_000001/rgb.png,data/grasp_success/raw/episode_000001/depth.npy,data/grasp_success/raw/episode_000001/object_states.json,data/grasp_success/raw/episode_000001/candidates.json,
episode_000001,0,抓起中间的物体,"{""confidence"": 0.6, ""intent"": ""pick"", ""language"": ""zh"", ""normalized_target_label_en"": ""center"", ""normalized_target_label_zh"": ""中间的物体"", ""raw_instruction"": ""抓起中间的物体"", ""target_color"": null, ""target_position_hint"": ""center"", ""target_type"": null}",中间的物体,center,blue_cylinder,cylinder,blue,0.518411431616617,0.025178335005859268,0.07,6,0.548411431616617,-0.004821664994140731,0.07,0.0,0.025,0.15,0.4696699141100892,0.872359645730257,0.44999999999999996,1.0,1.0,1.0,0.7053729033790782,False,,data/grasp_success/raw/episode_000001/rgb.png,data/grasp_success/raw/episode_000001/depth.npy,data/grasp_success/raw/episode_000001/object_states.json,data/grasp_success/raw/episode_000001/candidates.json,
episode_000001,0,抓起中间的物体,"{""confidence"": 0.6, ""intent"": ""pick"", ""language"": ""zh"", ""normalized_target_label_en"": ""center"", ""normalized_target_label_zh"": ""中间的物体"", ""raw_instruction"": ""抓起中间的物体"", ""target_color"": null, ""target_position_hint"": ""center"", ""target_type"": null}",中间的物体,center,blue_cylinder,cylinder,blue,0.518411431616617,0.025178335005859268,0.07,8,0.548411431616617,0.055178335005859266,0.07,0.0,0.025,0.15,0.4696699141100892,0.8555740890596841,0.44999999999999996,1.0,1.0,1.0,0.7020157920449636,False,,data/grasp_success/raw/episode_000001/rgb.png,data/grasp_success/raw/episode_000001/depth.npy,data/grasp_success/raw/episode_000001/object_states.json,data/grasp_success/raw/episode_000001/candidates.json,
episode_000002,1,抓起蓝色圆柱,"{""confidence"": 0.8500000000000001, ""intent"": ""pick"", ""language"": ""zh"", ""normalized_target_label_en"": ""blue cylinder"", ""normalized_target_label_zh"": ""蓝色圆柱"", ""raw_instruction"": ""抓起蓝色圆柱"", ""target_color"": ""blue"", ""target_position_hint"": null, ""target_type"": ""cylinder""}",蓝色圆柱,blue cylinder,blue_cylinder,cylinder,blue,0.5252754923795323,0.025101380514788434,0.07,4,0.5252754923795323,0.025101380514788434,0.07,0.0,0.025,0.15,1.0,0.875414987505774,0.95,1.0,1.0,1.0,0.9650829975011548,True,True,data/grasp_success/raw/episode_000002/rgb.png,data/grasp_success/raw/episode_000002/depth.npy,data/grasp_success/raw/episode_000002/object_states.json,data/grasp_success/raw/episode_000002/candidates.json,
episode_000002,1,抓起蓝色圆柱,"{""confidence"": 0.8500000000000001, ""intent"": ""pick"", ""language"": ""zh"", ""normalized_target_label_en"": ""blue cylinder"", ""normalized_target_label_zh"": ""蓝色圆柱"", ""raw_instruction"": ""抓起蓝色圆柱"", ""target_color"": ""blue"", ""target_position_hint"": null, ""target_type"": ""cylinder""}",蓝色圆柱,blue cylinder,blue_cylinder,cylinder,blue,0.5252754923795323,0.025101380514788434,0.07,3,0.5252754923795323,-0.004898619485211565,0.07,0.0,0.025,0.15,0.625,0.8821492411822995,0.44999999999999996,1.0,1.0,1.0,0.7539298482364599,False,,data/grasp_success/raw/episode_000002/rgb.png,data/grasp_success/raw/episode_000002/depth.npy,data/grasp_success/raw/episode_000002/object_states.json,data/grasp_success/raw/episode_000002/candidates.json,
