episode_id,scene_seed,instruction_zh,parsed_instruction_json,normalized_target_label_zh,normalized_target_label_en,target_name,target_type,target_color,target_position_x,target_position_y,target_position_z,candidate_id,action_x,action_y,action_z,dx_to_target,dy_to_target,dz_to_target,distance_to_target_center,neighbor_clearance,table_clearance,yaw,gripper_width,approach_height,center_score,reachability_score,collision_score,height_score,gripper_width_score,yaw_score,baseline_score,selected,executed,label_available,label_source,success,debug_attach_on_grasp,attach_mode,attached,natural_physics_success,rgb_path,depth_path,object_states_path,candidate_json_path,error_msg
episode_000001,0,抓起绿色圆柱,"{""confidence"": 0.8500000000000001, ""intent"": ""pick"", ""language"": ""zh"", ""normalized_target_label_en"": ""green cylinder"", ""normalized_target_label_zh"": ""绿色圆柱"", ""raw_instruction"": ""抓起绿色圆柱"", ""target_color"": ""green"", ""target_position_hint"": null, ""target_type"": ""cylinder""}",绿色圆柱,green cylinder,green_cylinder_1,cylinder,green,0.42582818151973184,-0.008425096505151913,0.07,6,0.42582818151973184,-0.008425096505151913,0.09,0.0,0.0,0.01999999999999999,0.01999999999999999,0.08847313601446335,0.06999999999999999,2.356194490192345,0.025,0.15,1.0,0.8876641963551386,0.8481291120650851,1.0,1.0,1.0,0.9471586616840448,True,True,True,executed,False,False,mixed,False,False,data/grasp_success_debiased/raw/episode_000001/rgb.png,data/grasp_success_debiased/raw/episode_000001/depth.npy,data/grasp_success_debiased/raw/episode_000001/object_states.json,data/grasp_success_debiased/raw/episode_000001/candidates.json,
episode_000001,0,抓起绿色圆柱,"{""confidence"": 0.8500000000000001, ""intent"": ""pick"", ""language"": ""zh"", ""normalized_target_label_en"": ""green cylinder"", ""normalized_target_label_zh"": ""绿色圆柱"", ""raw_instruction"": ""抓起绿色圆柱"", ""target_color"": ""green"", ""target_position_hint"": null, ""target_type"": ""cylinder""}",绿色圆柱,green cylinder,green_cylinder_1,cylinder,green,0.42582818151973184,-0.008425096505151913,0.07,0,0.42582818151973184,-0.008425096505151913,0.065,0.0,0.0,-0.0050000000000000044,0.0050000000000000044,0.08847313601446335,0.045,0.0,0.035,0.15,1.0,0.8798864185773608,0.8981291120650851,1.0,0.7999999999999999,1.0,0.9356031061284892,False,False,False,not_executed,,False,mixed,,,data/grasp_success_debiased/raw/episode_000001/rgb.png,data/grasp_success_debiased/raw/episode_000001/depth.npy,data/grasp_success_debiased/raw/episode_000001/object_states.json,data/grasp_success_debiased/raw/episode_000001/candidates.json,
episode_000001,0,抓起绿色圆柱,"{""confidence"": 0.8500000000000001, ""intent"": ""pick"", ""language"": ""zh"", ""normalized_target_label_en"": ""green cylinder"", ""normalized_target_label_zh"": ""绿色圆柱"", ""raw_instruction"": ""抓起绿色圆柱"", ""target_color"": ""green"", ""target_position_hint"": null, ""target_type"": ""cylinder""}",绿色圆柱,green cylinder,green_cylinder_1,cylinder,green,0.42582818151973184,-0.008425096505151913,0.07,5,0.42582818151973184,-0.008425096505151913,0.055,0.0,0.0,-0.015000000000000006,0.015000000000000006,0.08847313601446335,0.035,0.0,0.045,0.15,1.0,0.8767753074662498,0.8981291120650851,1.0,0.6000000000000001,1.0,0.9149808839062671,False,False,False,not_executed,,False,mixed,,,data/grasp_success_debiased/raw/episode_000001/rgb.png,data/grasp_success_debiased/raw/episode_000001/depth.npy,data/grasp_success_debiased/raw/episode_000001/object_states.json,data/grasp_success_debiased/raw/episode_000001/candidates.json,
episode_000001,0,抓起绿色圆柱,"{""confidence"": 0.8500000000000001, ""intent"": ""pick"", ""language"": ""zh"", ""normalized_target_label_en"": ""green cylinder"", ""normalized_target_label_zh"": ""绿色圆柱"", ""raw_instruction"": ""抓起绿色圆柱"", ""target_color"": ""green"", ""target_position_hint"": null, ""target_type"": ""cylinder""}",绿色圆柱,green cylinder,green_cylinder_1,cylinder,green,0.42582818151973184,-0.008425096505151913,0.07,13,0.39582818151973187,-0.008425096505151913,0.09,-0.02999999999999997,0.0,0.01999999999999999,0.03605551275463986,0.09869508384543502,0.06999999999999999,0.0,0.025,0.15,0.6250000000000004,0.8749369236278659,0.44412787730445746,1.0,1.0,1.0,0.7513129601864648,False,False,False,not_executed,,False,mixed,,,data/grasp_success_debiased/raw/episode_000001/rgb.png,data/grasp_success_debiased/raw/episode_000001/depth.npy,data/grasp_success_debiased/raw/episode_000001/object_states.json,data/grasp_success_debiased/raw/episode_000001/candidates.json,
episode_000001,0,抓起绿色圆柱,"{""confidence"": 0.8500000000000001, ""intent"": ""pick"", ""language"": ""zh"", ""normalized_target_label_en"": ""green cylinder"", ""normalized_target_label_zh"": ""绿色圆柱"", ""raw_instruction"": ""抓起绿色圆柱"", ""target_color"": ""green"", ""target_position_hint"": null, ""target_type"": ""cylinder""}",绿色圆柱,green cylinder,green_cylinder_1,cylinder,green,0.42582818151973184,-0.008425096505151913,0.07,9,0.39582818151973187,0.021574903494848086,0.055,-0.02999999999999997,0.03,-0.015000000000000006,0.044999999999999984,0.07280040109359981,0.035,2.356194490192345,0.02,0.15,0.4696699141100896,0.8596647657424117,0.2776018049211991,1.0,0.9,1.0,0.658354288365749,False,False,False,not_executed,,False,mixed,,,data/grasp_success_debiased/raw/episode_000001/rgb.png,data/grasp_success_debiased/raw/episode_000001/depth.npy,data/grasp_success_debiased/raw/episode_000001/object_states.json,data/grasp_success_debiased/raw/episode_000001/candidates.json,
episode_000001,0,抓起绿色圆柱,"{""confidence"": 0.8500000000000001, ""intent"": ""pick"", ""language"": ""zh"", ""normalized_target_label_en"": ""green cylinder"", ""normalized_target_label_zh"": ""绿色圆柱"", ""raw_instruction"": ""抓起绿色圆柱"", ""target_color"": ""green"", ""target_position_hint"": null, ""target_type"": ""cylinder""}",绿色圆柱,green cylinder,green_cylinder_1,cylinder,green,0.42582818151973184,-0.008425096505151913,0.07,14,0.42582818151973184,0.021574903494848086,0.065,0.0,0.03,-0.0050000000000000044,0.0304138126514911,0.059502054906947065,0.045,0.7853981633974483,0.055,0.15,0.625,0.8755031495807954,0.21775924708126182,1.0,0.4,1.0,0.6461524793324116,False,False,False,not_executed,,False,mixed,,,data/grasp_success_debiased/raw/episode_000001/rgb.png,data/grasp_success_debiased/raw/episode_000001/depth.npy,data/grasp_success_debiased/raw/episode_000001/object_states.json,data/grasp_success_debiased/raw/episode_000001/candidates.json,
episode_000001,0,抓起绿色圆柱,"{""confidence"": 0.8500000000000001, ""intent"": ""pick"", ""language"": ""zh"", ""normalized_target_label_en"": ""green cylinder"", ""normalized_target_label_zh"": ""绿色圆柱"", ""raw_instruction"": ""抓起绿色圆柱"", ""target_color"": ""green"", ""target_position_hint"": null, ""target_type"": ""cylinder""}",绿色圆柱,green cylinder,green_cylinder_1,cylinder,green,0.42582818151973184,-0.008425096505151913,0.07,11,0.39582818151973187,-0.03842509650515191,0.055,-0.02999999999999997,-0.03,-0.015000000000000006,0.044999999999999984,0.12611594581972282,0.035,0.0,0.055,0.15,0.4696699141100896,0.8540480347389771,0.44999999999999996,1.0,0.4,1.0,0.6417105811808224,False,False,False,not_executed,,False,mixed,,,data/grasp_success_debiased/raw/episode_000001/rgb.png,data/grasp_success_debiased/raw/episode_000001/depth.npy,data/grasp_success_debiased/raw/episode_000001/object_states.json,data/grasp_success_debiased/raw/episode_000001/candidates.json,
episode_000001,0,抓起绿色圆柱,"{""confidence"": 0.8500000000000001, ""intent"": ""pick"", ""language"": ""zh"", ""normalized_target_label_en"": ""green cylinder"", ""normalized_target_label_zh"": ""绿色圆柱"", ""raw_instruction"": ""抓起绿色圆柱"", ""target_color"": ""green"", ""target_position_hint"": null, ""target_type"": ""cylinder""}",绿色圆柱,green cylinder,green_cylinder_1,cylinder,green,0.42582818151973184,-0.008425096505151913,0.07,3,0.42582818151973184,-0.06842509650515191,0.065,0.0,-0.06,-0.0050000000000000044,0.06020797289396147,0.12851248116746655,0.045,1.5707963267948966,0.02,0.15,0.25,0.8598864185773609,0.44999999999999996,1.0,0.9,1.0,0.6269772837154722,False,False,False,not_executed,,False,mixed,,,data/grasp_success_debiased/raw/episode_000001/rgb.png,data/grasp_success_debiased/raw/episode_000001/depth.npy,data/grasp_success_debiased/raw/episode_000001/object_states.json,data/grasp_success_debiased/raw/episode_000001/candidates.json,
episode_000001,0,抓起绿色圆柱,"{""confidence"": 0.8500000000000001, ""intent"": ""pick"", ""language"": ""zh"", ""normalized_target_label_en"": ""green cylinder"", ""normalized_target_label_zh"": ""绿色圆柱"", ""raw_instruction"": ""抓起绿色圆柱"", ""target_color"": ""green"", ""target_position_hint"": null, ""target_type"": ""cylinder""}",绿色圆柱,green cylinder,green_cylinder_1,cylinder,green,0.42582818151973184,-0.008425096505151913,0.07,7,0.36582818151973184,-0.03842509650515191,0.09,-0.06,-0.03,0.01999999999999999,0.06999999999999999,0.13950030471571082,0.06999999999999999,0.0,0.03,0.15,0.16147450843757882,0.8522096509005932,0.44999999999999996,1.0,0.9,1.0,0.5988842827113924,False,False,False,not_executed,,False,mixed,,,data/grasp_success_debiased/raw/episode_000001/rgb.png,data/grasp_success_debiased/raw/episode_000001/depth.npy,data/grasp_success_debiased/raw/episode_000001/object_states.json,data/grasp_success_debiased/raw/episode_000001/candidates.json,
episode_000001,0,抓起绿色圆柱,"{""confidence"": 0.8500000000000001, ""intent"": ""pick"", ""language"": ""zh"", ""normalized_target_label_en"": ""green cylinder"", ""normalized_target_label_zh"": ""绿色圆柱"", ""raw_instruction"": ""抓起绿色圆柱"", ""target_color"": ""green"", ""target_position_hint"": null, ""target_type"": ""cylinder""}",绿色圆柱,green cylinder,green_cylinder_1,cylinder,green,0.42582818151973184,-0.008425096505151913,0.07,1,0.36582818151973184,-0.008425096505151913,0.065,-0.06,0.0,-0.0050000000000000044,0.06020797289396147,0.11473115235373071,0.045,0.0,0.045,0.15,0.25,0.8544318731228154,0.44999999999999996,1.0,0.6000000000000001,1.0,0.5958863746245632,False,False,False,not_executed,,False,mixed,,,data/grasp_success_debiased/raw/episode_000001/rgb.png,data/grasp_success_debiased/raw/episode_000001/depth.npy,data/grasp_success_debiased/raw/episode_000001/object_states.json,data/grasp_success_debiased/raw/episode_000001/candidates.json,
episode_000001,0,抓起绿色圆柱,"{""confidence"": 0.8500000000000001, ""intent"": ""pick"", ""language"": ""zh"", ""normalized_target_label_en"": ""green cylinder"", ""normalized_target_label_zh"": ""绿色圆柱"", ""raw_instruction"": ""抓起绿色圆柱"", ""target_color"": ""green"", ""target_position_hint"": null, ""target_type"": ""cylinder""}",绿色圆柱,green cylinder,green_cylinder_1,cylinder,green,0.42582818151973184,-0.008425096505151913,0.07,12,0.48582818151973184,-0.03842509650515191,0.055,0.06,-0.03,-0.015000000000000006,0.0687386354243376,0.06689781331393016,0.035,0.7853981633974483,0.02,0.15,0.16147450843757882,0.8830423049646591,0.2510401599126857,1.0,0.9,1.0,0.5652588455067427,False,False,False,not_executed,,False,mixed,,,data/grasp_success_debiased/raw/episode_000001/rgb.png,data/grasp_success_debiased/raw/episode_000001/depth.npy,data/grasp_success_debiased/raw/episode_000001/object_states.json,data/grasp_success_debiased/raw/episode_000001/candidates.json,
episode_000001,0,抓起绿色圆柱,"{""confidence"": 0.8500000000000001, ""intent"": ""pick"", ""language"": ""zh"", ""normalized_target_label_en"": ""green cylinder"", ""normalized_target_label_zh"": ""绿色圆柱"", ""raw_instruction"": ""抓起绿色圆柱"", ""target_color"": ""green"", ""target_position_hint"": null, ""target_type"": ""cylinder""}",绿色圆柱,green cylinder,green_cylinder_1,cylinder,green,0.42582818151973184,-0.008425096505151913,0.07,2,0.48582818151973184,-0.008425096505151913,0.065,0.06,0.0,-0.0050000000000000044,0.06020797289396147,0.04366756482010915,0.045,2.356194490192345,0.035,0.15,0.25,0.8961534160757701,0.14650404169049125,1.0,0.7999999999999999,1.0,0.5635314915532522,False,False,False,not_executed,,False,mixed,,,data/grasp_success_debiased/raw/episode_000001/rgb.png,data/grasp_success_debiased/raw/episode_000001/depth.npy,data/grasp_success_debiased/raw/episode_000001/object_states.json,data/grasp_success_debiased/raw/episode_000001/candidates.json,
episode_000001,0,抓起绿色圆柱,"{""confidence"": 0.8500000000000001, ""intent"": ""pick"", ""language"": ""zh"", ""normalized_target_label_en"": ""green cylinder"", ""normalized_target_label_zh"": ""绿色圆柱"", ""raw_instruction"": ""抓起绿色圆柱"", ""target_color"": ""green"", ""target_position_hint"": null, ""target_type"": ""cylinder""}",绿色圆柱,green cylinder,green_cylinder_1,cylinder,green,0.42582818151973184,-0.008425096505151913,0.07,8,0.48582818151973184,-0.008425096505151913,0.075,0.06,0.0,0.0049999999999999906,0.06020797289396147,0.04366756482010915,0.05499999999999999,2.356194490192345,0.045,0.15,0.25,0.8992645271868813,0.14650404169049125,1.0,0.6000000000000001,1.0,0.5441537137754745,False,False,False,not_executed,,False,mixed,,,data/grasp_success_debiased/raw/episode_000001/rgb.png,data/grasp_success_debiased/raw/episode_000001/depth.npy,data/grasp_success_debiased/raw/episode_000001/object_states.json,data/grasp_success_debiased/raw/episode_000001/candidates.json,
